actor_id,type,body
3895341,CommitCommentEvent,怎样修改才能更新时间显示的呀，大佬
2222479,CommitCommentEvent,Added ICEcoder issue #295 
2222479,CommitCommentEvent,Moved third party icon issue #633 
2222479,CommitCommentEvent,Fixed textbelt thirdparty warning.
2222479,CommitCommentEvent,My bad that was supposed to by pushed to my repo to create a PR.
9459943,CommitCommentEvent,"updating ompi-test script (repo moved, will send new location soon)
is it correct test?

``` bash
            export XXX_C=3 XXX_D=4 XXX_E=5   
         # check amca param
            echo ""base_env_list='XXX_A=1;XXX_B=2;XXX_C;XXX_D;XXX_E'"" > $WORKSPACE/test_amca.conf
            val=$($OMPI_HOME/bin/mpirun -np 2 -amca $WORKSPACE/test_amca.conf env|grep ^XXX_|wc -l)
            if [ $val -ne 10 ]; then
                exit 1
            fi
```"
46721658,CommitCommentEvent,Fixed in https://github.com/apple/swift/pull/27239/commits/87dd1b09acb25cf531bb0f4a5612d62f4427ed1f .
823946,CommitCommentEvent,No more pretty diamonds for you!
39504233,CommitCommentEvent,"This commit has been mentioned on **Jupyter Community Forum**. There might be relevant details there:

https://discourse.jupyter.org/t/improved-chp-health-endpoint/9315/2
"
133832,CommitCommentEvent,Partly by the integrations tests found in https://github.com/php-vcr/php-vcr/tree/master/tests/integration. I'll add a comment
133832,CommitCommentEvent,"Hey! Just a heads up. The `restart_child/1` is not restarting a running process. This tests succeeds because the `Server` is not restarted. To test for a successful restart you can do:

```
assert :ok == Supervisor.restart_child(Todo.Supervisor, Server)
```"
133832,CommitCommentEvent,"Ops, thank you!"
133832,CommitCommentEvent,"Uh thank you, I missed that."
133832,CommitCommentEvent,"Great find, thank you!"
854222,CommitCommentEvent,This could already be `subscription = Observable.fromHistory(history)` so maybe it's better to call it `historySubscription` ? Any name suggestion ideas?
854222,CommitCommentEvent,"no need to assign `start: start`, just doing `start` would expand to the assignment."
854222,CommitCommentEvent,"no this was an oversight, good catch!"
854222,CommitCommentEvent,"no actually, it was just helpful for debugging!"
854222,CommitCommentEvent,"love this! 🤩 this module will disappear soon tho as i want to use ocaml 5 custom tracing events for this lower-level stuff, but for the Logger module that'd be more user-friendly (especially a console formatter) i'd love to see more emojis."
854222,CommitCommentEvent,"Are we really using all of these typefaces/sizes? Could we limit ourselves to a couple of weights and 2 typefaces?

Not sure what the actual impact on load time is but it feels unnecessary to have all of these available."
854222,CommitCommentEvent,@brianamarie hi and thanks for the feedback! I presume this is what you meant in your last comment? It doesn't seem to be working 😢 
854222,CommitCommentEvent,No worries :) I ended up building the clone url with the `user.username` and `repo` globals.
854222,CommitCommentEvent,Oh my! I overlooked this. Typically I like keeping it to see the list of changes that actually took place. This can be amended thou
854222,CommitCommentEvent,"Thanks! Didn't spot that for some reason, I might not be running the linter properly?"
854222,CommitCommentEvent,"I was running `npm run lint-markdown`. I used `npm test` and that works, so I should use that instead. Also my precommit hook doesn't seem to be working? I'll make sure to run `npm test` from now on."
854222,CommitCommentEvent,"It'd be more idiomatic to use a Gemfile and call `bundle`, and the `lint` rule will be slightly simpler since you'd avoid the path fiddling."
854222,CommitCommentEvent,"You're right. If we're going the Bundle way, a Rakefile would be a bit more appropriate, but then we have a bunch more dependencies than before.

It'd be easy enough to switch to a Gemfile/Bundle if we see we need more gems down the way. Right now this is more than appropriate. I guess I just got a bit scared at the lint command path fiddling haha, maybe just doing `find pages -exec ./.gem/bin/mdl {}` would make it a bit more clear?

Also remember to add `--no-rdoc --no-ri` as flags to the `gem install` command so it doesn't download the docs for the gem. "
854222,CommitCommentEvent,Steak sauce!
854222,CommitCommentEvent,still in time to `reset --soft HEAD~1` ? LGTM either way
41898282,CommitCommentEvent,"This is an automatic message. This commit appears to change some of the visual tests.
Please carefully review the new visual test results in the uploaded artifact that can be found
[here][1]

[1]: https://github.com/musescore/MuseScore/actions/runs/234876046"
41898282,CommitCommentEvent,@JuliaRegistrator register
41898282,CommitCommentEvent,"# Benchmark

<details>

| Benchmark suite | Current: bc496ea7acc4dc6abc1787dfce170070cd131efa | Previous: 11af550d776e4913b62310790364c51f66fd7b59 | Ratio |
|-|-|-|-|
| `deepcopy:fixture1` | `24540` ops/sec (`±0.46%`) | `24277` ops/sec (`±0.94%`) | `0.99` |

</details>

This comment was automatically generated by [workflow](https://github.com/sasaplus1/deepcopy.js/actions?query=workflow%3Abenchmark) using [github-action-benchmark](https://github.com/marketplace/actions/continuous-benchmark)."
41898282,CommitCommentEvent,🚀 Deployed on https://5f4fecdc170238320fae1b95--nixos-homepage.netlify.app
41898282,CommitCommentEvent,"🎉 Published on https://nixos.org as production
🚀 Deployed on https://5f50dfea579754167faba2d2--nixos-homepage.netlify.app"
41898282,CommitCommentEvent,"<!-- NETLIFY DEPLOY COMMENT GENERATED BY ACTIONS_NETLIFY -->
🚀 Deployed on https://5f59ff521cde5601056b692b--nixos-homepage.netlify.app"
41898282,CommitCommentEvent,"<!-- NETLIFY DEPLOY COMMENT GENERATED BY ACTIONS_NETLIFY -->
🎉 Published on https://nixos.org as production
🚀 Deployed on https://5f5a00bdbda5290c5cce1d85--nixos-homepage.netlify.app"
71103415,CommitCommentEvent,Changed quantile values to 0.### format.
71103415,CommitCommentEvent,Corrected date formatting.
71103415,CommitCommentEvent,"Date formatting: yyyy-m-d
Quantile value formatting: 0.###
Both confirmed in notepad and in raw data on https://github.com/rjpagano/covid-19-forecast-hub."
71103415,CommitCommentEvent,Corrected duplicate entry error.
71103415,CommitCommentEvent,Re-read readme.md. Reduced the list of quantiles for the 'inc case' target in accordance with the instructions!
71103415,CommitCommentEvent,"Attempted to remove carriage return at end of file and resubmitted ""metadata-BPagano-RtDriven.txt.""
"
31236930,CommitCommentEvent,A generated website with your changes can be accessed here: https://doc-review.qlikcore.com/755
31236930,CommitCommentEvent,A generated website with your changes can be accessed here: https://doc-review.qlikcore.com/deploy_script. The website will automatically be updated if more commits are pushed to the branch.
39074581,CommitCommentEvent,"@firefly-iii invalid YAML in `ranger.yml`:
```
bad indentation of a mapping entry at line 6, column 14:
          pattern: "":+1:""
                 ^
```
"
39074581,CommitCommentEvent,"@valeIT invalid YAML in `ranger.yml`:
```
duplicated mapping key at line 20, column 5:
        pattern: /./ #always add it
        ^
```
"
39074581,CommitCommentEvent,"@restsharp invalid YAML in `ranger.yml`:
```
can not read an implicit mapping pair; a colon is missed at line 4, column 82:
     ... L and will be closed in $DELAY"".
                                         ^
```
"
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment2
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment3
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment1
58020879,CommitCommentEvent,Comment3
